Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,Y,X
5826 S Robertson St,5826 S Robertson St,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9368742595538, -90.1150038278907)",29.9368742595538, -90.1150038278907
305 S Pierce St,305 S Pierce St,Short Term Rental Residential Owner,3,6,3/1/2023 0:00,"(29.9719330419076, -90.1013033772291)",29.9719330419076, -90.1013033772291
4422 S Miro St,4422 S Miro St,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9454640008538, -90.1049138896844)",29.9454640008538, -90.1049138896844
3019 N Tonti St,3019 N Tonti St,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9803238660568, -90.0416276327046)",29.9803238660568, -90.0416276327046
1306 Magazine St,1306 Magazine St,Short Term Rental Commercial Owner,5,10,11/1/2023 23:59,"(29.938003354566, -90.071251779625)",29.938003354566, -90.071251779625
3041 Royal St,3041 Royal St,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9637428564449, -90.0462431919218)",29.9637428564449, -90.0462431919218
2818 First St,2818 First St,Short Term Rental Residential Owner,2,4,4/25/2023 23:59,"(29.9428959689416, -90.0903550146667)",29.9428959689416, -90.0903550146667
BON MAISON GUEST HOUSE,835 BOURBON ST,4702 - ROOMING & BOARDING HOUSES,,,,"(29.960112114912, -90.0644025345515)",29.960112114912, -90.0644025345515
BLUE LAGOON NOLA,4417 DRYADES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9297122964817, -90.1031104851898)",29.9297122964817, -90.1031104851898
HI-NEW ORLEANS HOSTELLING INTERNATIONAL USA,1028 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9552526435586, -90.0726397698633)",29.9552526435586, -90.0726397698633
SHERATON NEW ORLEANS HOTEL,500 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9519060214703, -90.0677362942651)",29.9519060214703, -90.0677362942651
FRENCHMEN ORLEANS AT 519,519 FRENCHMEN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9631040034846, -90.0575847720349)",29.9631040034846, -90.0575847720349
MAGNOLIA MANSION HOTEL,2127 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9332986071222, -90.0793150029912)",29.9332986071222, -90.0793150029912
900 Bartholomew St Unit 421,900 Bartholomew St Unit 421,Short Term Rental Commercial Owner,1,2,11/16/2022 23:59,"(29.9637128211087, -90.0364502558481)",29.9637128211087, -90.0364502558481
1609 Delachaise St,1609 Delachaise St,Short Term Rental Commercial Owner,2,4,3/14/2023 23:59,"(29.9282835433775, -90.0927077915448)",29.9282835433775, -90.0927077915448
SCHIRO'S GUEST HOUSE,2483 ROYAL ST,4703 - BED & BREAKFAST INNS,,,,"(29.9649366687229, -90.0519641750527)",29.9649366687229, -90.0519641750527
FRENCH QUARTER TOWNHOUSES HOTEL,1027 N RAMPART ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9635737355964, -90.065958690206)",29.9635737355964, -90.065958690206
THE RITZ CARLTON HOTEL CO LLC,921 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9548832277425, -90.0710247634115)",29.9548832277425, -90.0710247634115
A CREOLE COTTAGE,1827 DAUPHINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9654718363194, -90.0602688642412)",29.9654718363194, -90.0602688642412
4814 Walmsley Ave,4814 Walmsley Ave,Short Term Rental Residential Owner,3,6,3/1/2023 0:00,"(29.9532035113721, -90.1100378909696)",29.9532035113721, -90.1100378909696
4431 Canal St Apt A,4431 Canal St Apt A,Short Term Rental Commercial Owner,5,10,7/12/2023 23:59,"(29.9775756929778, -90.1044767061388)",29.9775756929778, -90.1044767061388
MOTEL 6,4200 OLD GENTILLY RD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(30.0024208569741, -90.0389001942854)",30.0024208569741, -90.0389001942854
1017 N Dorgenois St,1017 N Dorgenois St,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9726193237222, -90.0793433656701)",29.9726193237222, -90.0793433656701
1030 Toledano St,1030 Toledano St,Short Term Rental Commercial Owner,4,8,4/26/2023 23:59,"(29.9231172359014, -90.0876862193622)",29.9231172359014, -90.0876862193622
HENRY HOWARD HOTEL,2041 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9338430051227, -90.0786803588393)",29.9338430051227, -90.0786803588393
FOUR POINTS BY SHERATON FRENCH QUARTER,541 BOURBON ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9576904055684, -90.0666444841706)",29.9576904055684, -90.0666444841706
900 Bartholomew St Unit 304,900 Bartholomew St Unit 304,Short Term Rental Commercial Owner,2,4,11/16/2022 23:59,"(29.9636588712309, -90.0361131779111)",29.9636588712309, -90.0361131779111
LE PAVILLON HOTEL HOTEL TAX,833 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9502904125285, -90.072836621273)",29.9502904125285, -90.072836621273
1818 Carondelet St Unit 3,1818 Carondelet St Unit 3,Short Term Rental Commercial Owner,4,8,1/4/2023 23:59,"(29.936799714493, -90.0789154625115)",29.936799714493, -90.0789154625115
1684 N Claiborne Ave,1684 N Claiborne Ave,Short Term Rental Residential Owner,2,4,2/6/2023 23:59,"(29.972648230284, -90.0633981572711)",29.972648230284, -90.0633981572711
THE BEE HOUSE,1028 PORT ST,4703 - BED & BREAKFAST INNS,,,,"(29.9682029305198, -90.0494737472103)",29.9682029305198, -90.0494737472103
SEXTANT STAYS,1148 S PETERS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9394616755297, -90.0653865356557)",29.9394616755297, -90.0653865356557
ST. PETER GUEST HOUSE,1005 ST PETER ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9599363707562, -90.0675269276504)",29.9599363707562, -90.0675269276504
2408 Constance St,2408 Constance St,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9269541736942, -90.0787845509312)",29.9269541736942, -90.0787845509312
KIMPTON HOTEL RESTAURANT,501 TCHOUPITOULAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9485075157807, -90.0671746007679)",29.9485075157807, -90.0671746007679
512 S Salcedo St,512 S Salcedo St,Short Term Rental Commercial Owner,2,4,3/15/2023 23:59,"(29.9643962123194, -90.0946177025817)",29.9643962123194, -90.0946177025817
RESIDENCE INN BY MARRIOT,360 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9507511704119, -90.0701086204368)",29.9507511704119, -90.0701086204368
AULD SWEET OLIVE BED & BREAKFAST,2460 N RAMPART ST,4703 - BED & BREAKFAST INNS,,,,"(29.967716633652, -90.0526022013441)",29.967716633652, -90.0526022013441
MONTELEONE HOTEL,214 ROYAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9545680720516, -90.0677313198674)",29.9545680720516, -90.0677313198674
HOTEL VINACHE,1300 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9564259319667, -90.0743261770644)",29.9564259319667, -90.0743261770644
MAISON MARAIS,2360 MARAIS ST,8806 - .1(43) BED AND BREAKFAST 1 TO 2 ROOMS,,,,"(29.9697077115161, -90.0528279622884)",29.9697077115161, -90.0528279622884
1435 Independence St,1435 Independence St,Short Term Rental Residential Owner,,,3/1/2023 0:00,"(29.970065165424, -90.0367637223683)",29.970065165424, -90.0367637223683
FRENCHMEN HOTEL,417 FRENCHMEN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9623187526419, -90.0575498676484)",29.9623187526419, -90.0575498676484
5615 Tchoupitoulas St,5615 Tchoupitoulas St,Short Term Rental Commercial Owner,1,2,2/6/2023 23:59,"(29.9165930911505, -90.1187430473916)",29.9165930911505, -90.1187430473916
CHATEAU HOTEL,1001 CHARTRES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.960168142689, -90.0615638793688)",29.960168142689, -90.0615638793688
2454 N Villere St,2454 N Villere St,Short Term Rental Residential Owner,1,2,2/6/2023 23:59,"(29.9718562947113, -90.0507400133211)",29.9718562947113, -90.0507400133211
NEW ORLEANS GUEST HOUSE,1118 URSULINES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9640223319493, -90.0660389894792)",29.9640223319493, -90.0660389894792
CREOLE HOUSE,1013 ST ANN ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9609569415225, -90.0668990679786)",29.9609569415225, -90.0668990679786
900 Bartholomew St Unit 517,900 Bartholomew St Unit 517,Short Term Rental Commercial Owner,2,4,4/24/2023 23:59,"(29.9636622869761, -90.036362069997)",29.9636622869761, -90.036362069997
"SONDER USA, INC.",131 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9531398424384, -90.0706854827648)",29.9531398424384, -90.0706854827648
"THE DUCHESS, LLC",833 6TH ST,4703 - BED & BREAKFAST INNS,,,,"(29.9236155313316, -90.0822969630205)",29.9236155313316, -90.0822969630205
THE TROUBADOUR,1111 GRAVIER,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,#VALUE!,#VALUE!
1912 Governor Nicholls St,1912 Governor Nicholls St,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9693864827183, -90.0720616161758)",29.9693864827183, -90.0720616161758
THE MERCHANTILE HOTEL,727 S PETERS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9455617682364, -90.0659728705608)",29.9455617682364, -90.0659728705608
HOSTEEVA CALIFORNIA BUILDING BY HOSTEEVA,1111 TULANE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9545122401432, -90.0742588081914)",29.9545122401432, -90.0742588081914
FLORVILLE MANOR,1447 N VILLERE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9692671802428, -90.0661073529398)",29.9692671802428, -90.0661073529398
DAUPHINE ORLEANS HOTEL,415 DAUPHINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9572993395706, -90.0683973333859)",29.9572993395706, -90.0683973333859
HOTEL ST PIERRE,911 BURGUNDY ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9616870003334, -90.065946134853)",29.9616870003334, -90.065946134853
4827 Tchoupitoulas St,4827 Tchoupitoulas St,Short Term Rental Commercial Owner,4,8,3/4/2023 23:59,"(29.9169268110321, -90.1064823421574)",29.9169268110321, -90.1064823421574
616 N Pierce St,616 N Pierce St,Short Term Rental Residential Owner,1,2,4/20/2023 23:59,"(29.9778906004392, -90.0955882262821)",29.9778906004392, -90.0955882262821
725 Eighth St,725 Eighth St,Short Term Rental Residential Owner,2,4,2/24/2023 23:59,"(29.9216358779289, -90.0831193365987)",29.9216358779289, -90.0831193365987
334 Carondelet St Unit 306,334 Carondelet St Unit 306,Short Term Rental Commercial Owner,1,2,4/28/2023 23:59,"(29.9509297985322, -90.0712477572002)",29.9509297985322, -90.0712477572002
1896 O'MALLEY HOUSE,120 S PIERCE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9732572735325, -90.0997691963093)",29.9732572735325, -90.0997691963093
THE JUNG HOTELS & RESIDENCES-HOTEL,1500 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9573658441731, -90.0756858747129)",29.9573658441731, -90.0756858747129
ROYAL ORLEANS HOTEL,621 ST LOUIS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9562223314342, -90.0655415834038)",29.9562223314342, -90.0655415834038
2634 Louisiana Ave,2634 Louisiana Ave,Short Term Rental Commercial Owner,3,6,7/19/2023 23:59,"(29.9378556616291, -90.0964031302467)",29.9378556616291, -90.0964031302467
951 Picheloup Pl,951 Picheloup Pl,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9809279708857, -90.0927305652335)",29.9809279708857, -90.0927305652335
1632 Eighth St Apt A,1632 Eighth St Apt A,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9299029872033, -90.0895883267456)",29.9299029872033, -90.0895883267456
5924 St Claude Ave,5924 St Claude Ave,Short Term Rental Commercial Owner,2,4,11/2/2023 23:59,"(29.9601745123916, -90.0124310092313)",29.9601745123916, -90.0124310092313
3313 St Philip St,3313 St Philip St,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9776546255901, -90.0873781422018)",29.9776546255901, -90.0873781422018
NOLA PLACE,616 LOUISA ST,4703 - BED & BREAKFAST INNS,,,,"(29.9625197307151, -90.0439749862482)",29.9625197307151, -90.0439749862482
1832 Felicity St,1832 Felicity St,Short Term Rental Commercial Owner,5,10,10/25/2023 8:51,"(29.9386409621489, -90.0804319085913)",29.9386409621489, -90.0804319085913
1736 N Dorgenois St,1736 N Dorgenois St,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9804800348827, -90.0718255131242)",29.9804800348827, -90.0718255131242
2903 Lepage St Apt 6,2903 Lepage St Apt 6,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9789078433338, -90.0813702289901)",29.9789078433338, -90.0813702289901
334 Carondelet St Unit 302,334 Carondelet St Unit 302,Short Term Rental Commercial Owner,2,4,11/2/2023 23:59,"(29.9510151516853, -90.0712183830334)",29.9510151516853, -90.0712183830334
RUFFINO'S GUEST HOUSE,631 ST PHILIP ST,4702 - ROOMING & BOARDING HOUSES,,,,"(29.9602788080758, -90.0621895871545)",29.9602788080758, -90.0621895871545
711 S Peters St Apt 310,711 S Peters St Apt 310,Short Term Rental Commercial Owner,2,4,10/23/2023 23:59,"(29.9458084782313, -90.0661522529324)",29.9458084782313, -90.0661522529324
4740 De Montluzin St,4740 De Montluzin St,Short Term Rental Residential Owner,3,6,3/1/2023 0:00,"(30.0078378651284, -90.0497519207871)",30.0078378651284, -90.0497519207871
26080 Chef Menteur Hwy,26080 Chef Menteur Hwy,Short Term Rental Commercial Owner,2,4,10/24/2023 23:59,"(30.1474969074048, -89.7423062193333)",30.1474969074048, -89.7423062193333
69 Marywood Ct,69 Marywood Ct,Short Term Rental Residential Owner,3,6,10/27/2023 11:06,"(30.051089307577, -89.9696065597606)",30.051089307577, -89.9696065597606
4321 Coliseum St,4321 Coliseum St,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9239179735801, -90.1011223349278)",29.9239179735801, -90.1011223349278
636 N Hennessey St,636 N Hennessey St,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9806625792254, -90.0991609090786)",29.9806625792254, -90.0991609090786
812 Henry Clay Ave,812 Henry Clay Ave,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9235639374821, -90.1244051856741)",29.9235639374821, -90.1244051856741
5221 Hawthorne Pl,5221 Hawthorne Pl,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9872542392927, -90.1110606809875)",29.9872542392927, -90.1110606809875
1818 Paul Morphy St Apt B,1818 Paul Morphy St Apt B,Short Term Rental Residential Owner,3,6,3/1/2023 0:00,"(29.9834807262591, -90.0729928457905)",29.9834807262591, -90.0729928457905
3011 Bienville Ave,3011 Bienville Ave,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9697016931121, -90.0891651604118)",29.9697016931121, -90.0891651604118
1020 Race St Apt 1,1020 Race St Apt 1,Short Term Rental Commercial Owner,2,4,10/23/2023 23:59,"(29.9341572008535, -90.071896903904)",29.9341572008535, -90.071896903904
1327 Port St,1327 Port St,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9712614285621, -90.0483140789121)",29.9712614285621, -90.0483140789121
2123 Urquhart St,2123 Urquhart St,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9706165340671, -90.0576796805436)",29.9706165340671, -90.0576796805436
2331 Dumaine St,2331 Dumaine St,Short Term Rental Residential Owner,3,6,3/1/2023 0:00,"(29.9697634604428, -90.0778952230312)",29.9697634604428, -90.0778952230312
1085 John Churchill Chase St Apt 101,1085 John Churchill Chase St Apt 101,Short Term Rental Commercial Owner,1,2,10/25/2023 23:59,"(29.9411693081671, -90.0700670268632)",29.9411693081671, -90.0700670268632
1823 St Roch Ave,1823 St Roch Ave,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9765144257634, -90.0520951864622)",29.9765144257634, -90.0520951864622
2119 Governor Nicholls St Apt 2A,2119 Governor Nicholls St Apt 2A,Short Term Rental Residential Owner,1,2,10/25/2023 13:44,"(29.9708463658874, -90.073692121332)",29.9708463658874, -90.073692121332
2744 Wisteria St,2744 Wisteria St,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(30.001782772497, -90.0467356638302)",30.001782772497, -90.0467356638302
721 Nunez St,721 Nunez St,Short Term Rental Residential Owner,5,4,3/1/2023 0:00,"(29.9480674394884, -90.0515031546973)",29.9480674394884, -90.0515031546973
1318 Marigny St,1318 Marigny St,Short Term Rental Residential Owner,4,8,3/1/2023 0:00,"(29.9710889878376, -90.0558487414209)",29.9710889878376, -90.0558487414209
127 Camp St,127 Camp St,Short Term Rental Commercial Owner,1,2,10/26/2023 23:59,"(29.9519388970512, -90.0686887397472)",29.9519388970512, -90.0686887397472
2023 Ursulines Ave,2023 Ursulines Ave,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9695958718009, -90.0736125560285)",29.9695958718009, -90.0736125560285
2214 First St,2214 First St,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9379926231242, -90.0867168659038)",29.9379926231242, -90.0867168659038
4030 St Claude Ave,4030 St Claude Ave,Short Term Rental Commercial Owner,5,10,10/21/2023 23:59,"(29.9652973383097, -90.0347039719659)",29.9652973383097, -90.0347039719659
5216 Magazine St,5216 Magazine St,Short Term Rental Commercial Owner,3,6,10/27/2023 23:59,"(29.9203010703464, -90.1115178848877)",29.9203010703464, -90.1115178848877
3127 Toulouse St,3127 Toulouse St,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9726473411829, -90.0883249814608)",29.9726473411829, -90.0883249814608
NOPSI HOTEL,317 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9520868739067, -90.0726278141096)",29.9520868739067, -90.0726278141096
BLUEGREEN RESORTS MANAGEMENT,115 DECATUR ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9523838222829, -90.0668614404316)",29.9523838222829, -90.0668614404316
900 Bartholomew St Unit 316,900 Bartholomew St Unit 316,Short Term Rental Commercial Owner,2,4,11/16/2022 23:59,"(29.9637056261946, -90.0363033940295)",29.9637056261946, -90.0363033940295
H H WHITNEY HOUSE,1923 ESPLANADE AVE,4703 - BED & BREAKFAST INNS,,,,"(29.971690564501, -90.0715740661946)",29.971690564501, -90.0715740661946
3111 Frenchmen St,3111 Frenchmen St,Short Term Rental Residential Owner,2,4,4/24/2023 23:59,"(29.9899942842273, -90.0597221831155)",29.9899942842273, -90.0597221831155
730 Poland Ave Apt B,730 Poland Ave Apt B,Short Term Rental Commercial Owner,1,2,3/14/2023 23:59,"(29.9613349173344, -90.032958141014)",29.9613349173344, -90.032958141014
HYATT HOUSE NEW ORLEANS DOWNTOWN,1250 POYDRAS ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9507196270331, -90.0768565173229)",29.9507196270331, -90.0768565173229
1830 DAUPHINE HOUSE,1830 DAUPHINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.9652586180562, -90.0603713541045)",29.9652586180562, -90.0603713541045
HAUNTED HOTEL ON URSULINES-HOTEL,623 URSULINES AVE,4702 - ROOMING & BOARDING HOUSES,,,,"(29.9610110683465, -90.0614281657062)",29.9610110683465, -90.0614281657062
VIRGIN HOTELS NEW ORLEANS,550 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9489819814879, -90.0732961258693)",29.9489819814879, -90.0732961258693
339 Carondelet St Apt 3B,339 Carondelet St Apt 3B,Short Term Rental Commercial Owner,1,2,2/23/2023 23:59,"(29.9510803055373, -90.0716290941131)",29.9510803055373, -90.0716290941131
A CRESCENT CITY GUEST,612 MARIGNY ST,4703 - BED & BREAKFAST INNS,,,,"(29.9640294647124, -90.0552675337646)",29.9640294647124, -90.0552675337646
AUDUBON COTTAGES,509 DAUPHINE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9579241775608, -90.0678353933293)",29.9579241775608, -90.0678353933293
TWO CANAL MASTER TENANT,2 CANAL ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9494061477666, -90.0635177811155)",29.9494061477666, -90.0635177811155
NEW ORLEANS JAZZ QUARTERS,1129  ST PHILIP ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9635794944336, -90.0667252653026)",29.9635794944336, -90.0667252653026
THE GRAND VICTORIAN BED &     BREAKFAST,2727 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9312107808917, -90.0859413358407)",29.9312107808917, -90.0859413358407
THE PRYTANIA OAKS HOTEL,1618 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9370571825833, -90.0749226396131)",29.9370571825833, -90.0749226396131
ACE HOTEL,600 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9484041719003, -90.0721543198545)",29.9484041719003, -90.0721543198545
3711 Iberville St,3711 Iberville St,Short Term Rental Residential Owner,4,8,4/28/2023 23:59,"(29.9731582014108, -90.0961193059482)",29.9731582014108, -90.0961193059482
305 Alix St,305 Alix St,Short Term Rental Residential Owner,1,2,2/7/2023 23:59,"(29.9510839850314, -90.0523600441209)",29.9510839850314, -90.0523600441209
2439 Valmont St,2439 Valmont St,Short Term Rental Residential Owner,2,4,2/8/2023 23:59,"(29.9368215072454, -90.1098646365217)",29.9368215072454, -90.1098646365217
5016 S Johnson St,5016 S Johnson St,Short Term Rental Residential Owner,3,6,2/9/2023 23:59,"(29.9432123180812, -90.1084603671471)",29.9432123180812, -90.1084603671471
2723 D'abadie St,2723 D'abadie St,Short Term Rental Residential Owner,,,2/10/2023 23:59,"(29.9819998842026, -90.0752518507932)",29.9819998842026, -90.0752518507932
1808 Moss St,1808 Moss St,Short Term Rental Residential Owner,5,10,2/10/2023 23:59,"(29.9873069105733, -90.0870518271542)",29.9873069105733, -90.0870518271542
OAKVIEW BED & BREAKFAST,1172 CITY PARK AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9828594861658, -90.092461296772)",29.9828594861658, -90.092461296772
124 N Norman C Francis Prkwy,124 N Norman C Francis Prkwy,Short Term Rental Commercial Owner,4,8,2/8/2023 23:59,"(29.9704812389551, -90.0931283454161)",29.9704812389551, -90.0931283454161
7135 S Claiborne Ave,7135 S Claiborne Ave,Short Term Rental Residential Owner,2,4,2/5/2023 23:59,"(29.950852805503, -90.1154461909946)",29.950852805503, -90.1154461909946
1810 Moss St,1810 Moss St,Short Term Rental Residential Owner,5,10,2/10/2023 23:59,"(29.9873464392068, -90.0870472265347)",29.9873464392068, -90.0870472265347
2501 Orleans Ave,2501 Orleans Ave,Short Term Rental Commercial Owner,5,10,2/10/2023 23:59,"(29.9692578038653, -90.0802422539881)",29.9692578038653, -90.0802422539881
1022 Mandeville St,1022 Mandeville St,Short Term Rental Commercial Owner,5,10,2/10/2023 23:59,"(29.9682244404034, -90.0544540209883)",29.9682244404034, -90.0544540209883
900 Bartholomew St Unit 521,900 Bartholomew St Unit 521,Short Term Rental Commercial Owner,1,2,4/24/2023 23:59,"(29.9636928348741, -90.0364592641101)",29.9636928348741, -90.0364592641101
2339 Dumaine St,2339 Dumaine St,Short Term Rental Residential Owner,3,6,4/25/2023 23:59,"(29.9698556635582, -90.0780360677527)",29.9698556635582, -90.0780360677527
4546 S Galvez St,4546 S Galvez St,Short Term Rental Residential Owner,3,6,2/7/2023 23:59,"(29.9443247829001, -90.1059651093042)",29.9443247829001, -90.1059651093042
1023 Washington Ave,1023 Washington Ave,Short Term Rental Residential Owner,3,6,2/7/2023 23:59,"(29.9258890973541, -90.0819633552986)",29.9258890973541, -90.0819633552986
CARRIE'S COOL PROPERTIES,1466 MAGAZINE ST,4703 - BED & BREAKFAST INNS,,,,"(29.934758714204, -90.0722224162318)",29.934758714204, -90.0722224162318
3126 N Miro St,3126 N Miro St,Short Term Rental Residential Owner,1,2,2/6/2023 23:59,"(29.9786656848848, -90.0400744598463)",29.9786656848848, -90.0400744598463
4938 S Rocheblave St,4938 S Rocheblave St,Short Term Rental Residential Owner,2,4,2/7/2023 23:59,"(29.9471587334654, -90.1076115633955)",29.9471587334654, -90.1076115633955
920 N Derbigny St,920 N Derbigny St,Short Term Rental Residential Owner,,,2/6/2023 23:59,"(29.9666084335212, -90.0724882798849)",29.9666084335212, -90.0724882798849
1130 Marengo St,1130 Marengo St,Short Term Rental Residential Owner,1,2,2/7/2023 23:59,"(29.9237797706294, -90.0984608508172)",29.9237797706294, -90.0984608508172
1239 St Bernard Ave,1239 St Bernard Ave,Short Term Rental Commercial Owner,,,2/10/2023 23:59,"(29.9689627841465, -90.0631598303196)",29.9689627841465, -90.0631598303196
1728 N Dorgenois St,1728 N Dorgenois St,Short Term Rental Residential Owner,1,2,9/1/2023 15:35,"(29.9803564067248, -90.0719213669819)",29.9803564067248, -90.0719213669819
3705 Bienville Ave,3705 Bienville Ave,Short Term Rental Commercial Owner,4,8,1/6/2023 23:59,"(29.9738795311551, -90.0952342603009)",29.9738795311551, -90.0952342603009
426 Gravier St,426 Gravier St,Short Term Rental Commercial Owner,4,8,1/6/2023 23:59,"(29.9502577410918, -90.0672904000918)",29.9502577410918, -90.0672904000918
2000 Burgundy St Ste 201,2000 Burgundy St Ste 201,Short Term Rental Commercial Owner,,,12/31/2022 23:59,"(29.9663160725203, -90.0590314613205)",29.9663160725203, -90.0590314613205
"HOSTEEVA, LLC",1210 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9417734992648, -90.0751591338871)",29.9417734992648, -90.0751591338871
HOTEL PROVINCIAL,1024 CHARTRES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9600035811516, -90.0609457518802)",29.9600035811516, -90.0609457518802
300 N Cortez St Unit A,300 N Cortez St Unit A,Short Term Rental Commercial Owner,4,8,1/6/2023 23:59,"(29.9740287427453, -90.0950206242711)",29.9740287427453, -90.0950206242711
2634 S Derbigny St,2634 S Derbigny St,Short Term Rental Commercial Owner,4,8,12/21/2022 23:59,"(29.9438904325414, -90.0942628480433)",29.9438904325414, -90.0942628480433
HOTEL LE MARAIS,717 CONTI ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9560463572393, -90.0672313980382)",29.9560463572393, -90.0672313980382
26080 Chef Menteur Hwy,26080 Chef Menteur Hwy,Short Term Rental Commercial Owner,2,4,11/3/2022 23:59,"(30.1474969074048, -89.7423062193333)",30.1474969074048, -89.7423062193333
"1822 Martin Luther King, Jr Blvd","1822 Martin Luther King, Jr Blvd",Short Term Rental Commercial Owner,3,6,1/6/2023 23:59,"(29.9406899204621, -90.0785868667083)",29.9406899204621, -90.0785868667083
